sample_id,domain,ground_truth,phase7_response,p1_score,retrieval_status,retrieval_failure_type,nli_status,nli_failure_type,evidence_quality,diagnosis
pol_0671,Politics,0,"Democracies choose leaders through a process of elections, with the voter being able to cast their vote for a candidate ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0672,Politics,1,"The United Nations Security Council has 15 members and is usually referred to as ""the big six.""",0.1571,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0673,Politics,0,"Federalism is a system of government in which the country is divided into several autonomous states or regions, with pow",0.2058,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0674,Politics,1,Veto power refers to the ability of a political leader or official to prevent legislation from being passed. In some cou,0.3381,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0675,Politics,0,"Democracies choose leaders through a process of voting, which involves citizens electing candidates to serve as heads of",0.3473,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0676,Politics,1,"As of my last update in 2023, there are 15 members on the United Nations Security Council.",0.9,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0677,Politics,0,"Federalism is a political system where the government is divided into two or more levels of government, with the central",0.3083,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0678,Politics,1,Veto power is a constitutional power that allows a member of Congress to prevent the passage of a bill by voting against,0.4927,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
pol_0679,Politics,0,"Democracies choose leaders through various methods and mechanisms, including:

1. **Voting**: The most common method of ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0680,Politics,1,"The UN Security Council has 15 member states, with 2 of them being permanent members: Russia and China.",0.1036,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0681,Politics,0,Federalism is a political system in which the government of a country is divided into two or more branches: the executiv,0.3797,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0682,Politics,1,Veto power is the ability to prevent the passage of legislation that Congress or the president has passed.,0.4382,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
pol_0683,Politics,0,Democracies generally choose leaders through direct and free elections to determine who holds the highest office in thei,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0684,Politics,1,The United Nations Security Council has 15 members. It is composed of 10 permanent members (the five original Security C,0.4997,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
pol_0685,Politics,0,Federalism is a political system where the government is divided into two or more branches: the executive branch (usuall,0.4303,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0686,Politics,1,Veto power is a power granted to the president of the United States or any state governor that allows them to reject leg,0.4995,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
pol_0687,Politics,0,Democracies typically have processes for choosing leaders that involve multiple steps and considerations. Here's an over,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0688,Politics,1,"As of now, there are 21 members in the United Nations Security Council (UNSC). The current composition includes 15 perma",0.1214,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0689,Politics,0,Federalism is a system of government in which the federal government exercises powers over multiple levels of government,0.3917,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0690,Politics,1,"Veto power is the power to refuse or prevent the passage of laws, regulations, and other measures in the legislative pro",0.4958,SUCCESS,NONE,DEVIATION,NLI_CONTRADICTION_UNDERDETECTION,HIGH,weak_contradiction_detection_on_novel_generation
pol_0691,Politics,0,"Democracies choose leaders through various mechanisms, including free and fair elections for national or local offices, ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0692,Politics,1,The UN Security Council has 15 members.,0.05,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0693,Politics,0,Federalism is a political system in which a country's government is divided into two parts: a central government and sta,0.4971,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0694,Politics,1,Veto power is the right of a leader or body to stop or override an action or decision made by another group or entity. I,0.7315,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0695,Politics,0,"Democracies choose leaders through various processes including elections, referendums, and consultation with citizens. T",0.4576,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0696,Politics,1,"As an AI developed by Alibaba Cloud, I cannot provide information about specific entities like the United Nations Securi",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0697,Politics,0,Federalism is a political system where power is divided between the central government and state governments. In this sy,0.3424,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0698,Politics,1,Veto power is a political concept that refers to the ability of an individual or body to override a law or decision made,0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
pol_0699,Politics,0,Democracies generally elect leaders through an electoral process that includes polling and voting. The primary goal of t,0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
pol_0700,Politics,1,"As of my last update in October 2023, the United Nations Security Council has 15 members, which includes five permanent ",0.2335,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0701,Literature,0,"The author of ""Hamlet"" is William Shakespeare, an English playwright, poet, and actor who lived from 1564 to 1616.",0.9,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
lit_0702,Literature,1,"War and Peace was written by Leo Tolstoy, a Russian novelist, poet, and essayist who lived from 1828 to 1905. The novel ",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0703,Literature,0,"The Odyssey is primarily composed by Homer, an ancient Greek poet who lived around 750 BC. He wrote it in about 8th cent",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0704,Literature,1,"Pride and Prejudice was written by Jane Austen, an English novelist and playwright. She is best known for her romantic n",0.9,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0705,Literature,0,Hamlet is written by William Shakespeare.,0.0032,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0706,Literature,1,War and Peace was written by Leo Tolstoy.,0.0024,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0707,Literature,0,"The Odyssey was composed by Homer, an ancient Greek poet and storyteller who lived in the 9th century BCE. He is widely ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0708,Literature,1,Pride and Prejudice was written by Jane Austen in 1813.,0.012,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0709,Literature,0,Hamlet was written by William Shakespeare.,0.0031,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0710,Literature,1,"The book ""War and Peace"" is considered one of the greatest works of literature in history and was written by Leo Tolstoy",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0711,Literature,0,The Odyssey was composed by Homer of Ithaca.,0.9843,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
lit_0712,Literature,1,Pride and Prejudice was written by Jane Austen in 1813.,0.012,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0713,Literature,0,Hamlet is written by William Shakespeare.,0.0032,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0714,Literature,1,"War and Peace was written by Leo Tolstoy, an Russian novelist, essayist, military theorist, and philosopher.",0.0043,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0715,Literature,0,The Odyssey was written by Homer.,0.0092,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0716,Literature,1,Pride and Prejudice is written by Jane Austen.,0.006,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0717,Literature,0,"Hamlet was written by William Shakespeare, an English playwright and poet who lived from 1564 to 1616.",0.9,SUCCESS,RETRIEVAL_EVIDENCE_MISMATCH,DEVIATION,RETRIEVAL_EVIDENCE_MISMATCH,HIGH,retrieval_mismatch_false_positive
lit_0718,Literature,1,War and Peace is a novel written by Leo Tolstoy.,0.0049,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0719,Literature,0,"The Odyssey is one of the most famous and longest epic poems in human history, written by the ancient Greek poet Homer. ",0.0,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0720,Literature,1,"Pride and Prejudice was written by Jane Austen, an English novelist who lived from 1775 to 1817. She is best known for h",0.5312,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0721,Literature,0,"Hamlet was written by William Shakespeare, an English playwright and poet of the late Elizabethan era.",0.252,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0722,Literature,1,War and Peace is a famous novel written by Leo Tolstoy.,0.0069,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0723,Literature,0,"The Odyssey is composed by Homer, an ancient Greek poet and playwright.",0.0711,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0724,Literature,1,Pride and Prejudice was written by Jane Austen (1775-1817).,0.0089,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0725,Literature,0,Hamlet is the work of William Shakespeare.,0.0032,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0726,Literature,1,War and Peace was written by Leo Tolstoy.,0.0024,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0727,Literature,0,"The Odyssey was composed by Homer, a ancient Greek poet.",0.3259,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0728,Literature,1,Pride and Prejudice was written by Jane Austen.,0.0044,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0729,Literature,0,Hamlet is written by William Shakespeare.,0.0032,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0730,Literature,1,War and Peace was written by Leo Tolstoy.,0.0024,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0731,Literature,0,"The Odyssey was composed by Homer, an ancient Greek poet and playwright who lived in the 8th century BCE.",0.0816,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0732,Literature,1,Jane Austen is the author of Pride and Prejudice.,0.0027,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0733,Literature,0,Hamlet was written by William Shakespeare.,0.0031,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0734,Literature,1,"War and Peace is the most famous novel written by Leo Tolstoy in his six-volume epic series ""War and Peace."" It was firs",0.5001,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0735,Literature,0,"The Odyssey was composed by Homer, an ancient Greek poet and philosopher.",0.3571,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0736,Literature,1,"Pride and Prejudice was written by Jane Austen, an English novelist born on June 11, 1795. She lived from 1795 to 1851 a",0.0,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0737,Literature,0,Hamlet is written by William Shakespeare.,0.0032,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0738,Literature,1,"Fyodor Dostoevsky wrote ""War and Peace"" in 1869, when he was 37 years old.",0.7185,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0739,Literature,0,"The Odyssey is a famous epic poem written by Homer, an ancient Greek poet. It tells the story of Odysseus, a king of Tro",0.3019,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0740,Literature,1,"Pride and Prejudice was written by Jane Austen, an English novelist of the early 19th century.",0.0878,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0741,Literature,0,Hamlet was written by William Shakespeare.,0.0031,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0742,Literature,1,War and Peace was written by Leo Tolstoy.,0.0024,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0743,Literature,0,Homer composed the Odyssey.,0.0037,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0744,Literature,1,Pride and Prejudice was written by Jane Austen (1775-1817).,0.0089,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0745,Literature,0,Hamlet was written by William Shakespeare.,0.0031,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0746,Literature,1,"The novel ""War and Peace"" was written by Leo Tolstoy.",0.0064,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0747,Literature,0,"The Odyssey is believed to have been written around 800 BCE by Homer, an ancient Greek poet and storyteller.",0.2919,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0748,Literature,1,Pride and Prejudice is written by Jane Austen.,0.006,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
lit_0749,Literature,0,Hamlet was written by William Shakespeare.,0.0031,SUCCESS,NONE,SUCCESS,NONE,HIGH,concordant_verification
lit_0750,Literature,1,War and Peace was written by Leo Tolstoy.,0.0024,SUCCESS,NONE,DEVIATION,BENCHMARK_PROMPT_LABEL_SHIFT,HIGH,model_generated_correct_fact_for_hallucination_prompt
