sample_id,domain,difficulty,ground_truth,phase6_query,phase6_response,phase7_query,phase7_response,phase6_p1,phase7_p1,phase6_h_score,phase7_h_score,phase6_prediction,phase7_prediction,phase6_risk,phase7_risk,p1_delta,h_score_delta,phase6_latency,phase7_latency,phase7_p3,phase7_fusion_mode,retrieval_evidence_count_phase6,retrieval_evidence_count_phase7,retrieval_similarity_mean_phase6,retrieval_similarity_mean_phase7,nli_entailment_phase6,nli_entailment_phase7,nli_contradiction_phase6,nli_contradiction_phase7
law_0112,Law,hard,1,Does double jeopardy apply to felonies?,Double jeopardy allows retrying suspects after acquittal for any felony.,Does double jeopardy apply to felonies?,"No, double jeopardy does not apply to felonies. Double jeopardy is only applicable to civil cases, where the defendant is allowed to present their case twice before a judge and jury. It provides a final opportunity for the defendant to present their case and ensure that they are treated fairly in court. In felony cases, the defendant's conviction or acquittal is binding on them, regardless of whether they present their case more than once.",0.9782,0.5372,0.9782,0.4163,1,0,LIKELY_HALLUCINATED,MODERATE_RISK,-0.441,-0.5619,3392.25,17827.08,0.1987,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.0218,0.4628,0.9782,0.5372
law_0113,Law,easy,0,What is habeas corpus?,Habeas corpus requires a court to determine the legality of detention.,What is habeas corpus?,"Habeas corpus is an ancient English law that refers to a legal action initiated against the holder of a legal document or the person holding it in possession when there is suspicion of forgery or misuse of the document. It is designed to preserve the integrity and authenticity of documents, prevent corruption and fraud, and protect individuals from unfair claims or unjustly obtained information.

The term ""habeas corpus"" comes from Latin, where it means ""to ask for a release."" When someone sues under habeas corpus, they are asking the court to order the government to release them from any imprisonment or other restraint. In legal terms, this is a fundamental constitutional right that protects individuals from illegal detention and provides a way for them to defend themselves against arbitrary arrests.

Habeas corpus has been an important tool in protecting individual rights and ensuring that laws and regulations are applied fairly. It is used in many different jurisdictions around the world, including the United States, the European Union, and other countries with similar legal systems.",0.0025,0.3966,0.0025,0.3244,0,0,VERIFIED,VERIFIED,0.3941,0.3219,3411.99,22890.22,0.1945,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.9975,0.6034,0.0025,0.3966
law_0114,Law,medium,1,Which court handles parking fines?,The Supreme Court tries all civil traffic parking violations.,Which court handles parking fines?,"The court that handles parking fines is the People's Court. In most cases, you can file your parking fine case directly with the local court in the area where your vehicle was parked.

Here are some steps to follow:

1. Go to the local courthouse and find the parking enforcement section.
2. Check if there is a specific department or office responsible for handling parking fines.
3. If not, ask the court clerk for assistance.
4. Fill out the necessary paperwork, including your driver's license number and vehicle registration number.
5. Present your ticket as proof of the parking fine.

Make sure to follow all local laws and regulations regarding parking enforcement and payment.",0.1571,0.0,0.1571,0.0622,0,0,VERIFIED,VERIFIED,-0.1571,-0.0949,3187.44,11833.51,0.1741,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.8429,1.0,0.1571,0.0
law_0115,Law,hard,0,What is stare decisis?,Stare decisis principles bind lower courts to legal precedents.,What is stare decisis?,"Stare decisis is a legal principle in civil law systems that refers to the doctrine of ""staying the judgment,"" which means to maintain or uphold the existing court decision in a case where there has been an appeal by one party. This is based on the belief that once a court makes a decision, it should not be overturned unless it can be shown that new evidence has come to light that would support the other party's position. The principle ensures that legal decisions are made fairly and within the bounds of the law.",0.1438,0.0,0.1438,0.0367,0,0,VERIFIED,VERIFIED,-0.1438,-0.1071,3224.89,19193.22,0.1028,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.8562,1.0,0.1438,0.0
law_0116,Law,easy,1,Does double jeopardy apply to felonies?,Double jeopardy allows retrying suspects after acquittal for any felony.,Does double jeopardy apply to felonies?,"No, double jeopardy does not apply to felonies in the United States. Double jeopardy is a constitutional principle that prevents a person from being tried twice for the same crime. It applies to civil cases only and cannot be used to protect individuals from being prosecuted for offenses they have already committed. In criminal cases, it can be used to prevent retrial of individuals who have been convicted based on different evidence or testimony.",0.9782,0.3113,0.9782,0.2526,1,0,LIKELY_HALLUCINATED,VERIFIED,-0.6669,-0.7256,3323.94,13039.76,0.1469,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.0218,0.6887,0.9782,0.3113
law_0117,Law,medium,0,What is habeas corpus?,Habeas corpus requires a court to determine the legality of detention.,What is habeas corpus?,"Habeas corpus is a judicial remedy that allows a person to compel the government to release their personal property or legal documents from custody or to grant access to them. It is based on the 17th Amendment of the United States Constitution, which states that ""the power of the people to alter or reform the Constitution"" lies with Congress, but not with the executive branch.",0.0025,0.7916,0.0025,0.548,0,1,VERIFIED,MODERATE_RISK,0.7891,0.5455,3363.04,11538.86,0.1094,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.9975,0.2084,0.0025,0.7916
law_0118,Law,hard,1,Which court handles parking fines?,The Supreme Court tries all civil traffic parking violations.,Which court handles parking fines?,"In China, the court responsible for handling parking fines is the People's Court of the district level or above where the parking ticket was issued. This ensures that laws and regulations are enforced fairly and impartially across different regions and levels of government. Additionally, some cities have implemented regional courts for park management, further expanding the jurisdiction of these courts in the field of parking management.",0.1571,0.5009,0.1571,0.4563,0,0,VERIFIED,MODERATE_RISK,0.3438,0.2992,3221.15,14083.69,0.3759,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.8429,0.4991,0.1571,0.5009
law_0119,Law,easy,0,What is stare decisis?,Stare decisis principles bind lower courts to legal precedents.,What is stare decisis?,"Stare decisis is a legal term that means ""consistency"" or ""to remain firm."" It refers to the principle in criminal law that decisions should be consistent and fair, regardless of who is involved. This principle is often used to prevent miscarriages of justice and ensure that justice is carried out in a fair and impartial manner. Stare decisis is also a key aspect of the rule of law in many jurisdictions, as it helps to maintain legal uniformity and stability.",0.1438,0.5001,0.1438,0.3473,0,0,VERIFIED,VERIFIED,0.3563,0.2035,3172.16,13818.26,0.0723,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.8562,0.4999,0.1438,0.5001
law_0120,Law,medium,1,Does double jeopardy apply to felonies?,Double jeopardy allows retrying suspects after acquittal for any felony.,Does double jeopardy apply to felonies?,"No, double jeopardy does not apply to felonies in the United States. Felonies are crimes that can result in serious consequences, including imprisonment and fines. Double jeopardy is a constitutional principle that prevents a person from being tried twice for the same crime unless one conviction is reversed due to procedural or other grounds. However, since felonies typically carry severe penalties, most judges do not seek double jeopardy when sentencing a convicted individual to life imprisonment or death. If a case were to be brought against someone who was previously convicted of a felony, it would still be considered a new crime and would be subject to the normal legal procedures for trial and conviction.",0.9782,0.0,0.9782,0.0237,1,0,LIKELY_HALLUCINATED,VERIFIED,-0.9782,-0.9545,3371.24,14285.92,0.0663,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.0218,1.0,0.9782,0.0
law_0121,Law,hard,0,What is habeas corpus?,Habeas corpus requires a court to determine the legality of detention.,What is habeas corpus?,"Habeas corpus refers to a fundamental right in law that allows a person or entity to petition the court to compel the execution of legal orders or duties, particularly when there are allegations of violation of basic rights or interests. The purpose of habeas corpus is to ensure that individuals are not deprived of their liberty without a fair hearing and trial, as guaranteed by constitutional law. In some countries, habeas corpus is also used as a tool for challenging the legality of a particular legal process or decision.",0.0025,0.45,0.0025,0.3265,0,0,VERIFIED,VERIFIED,0.4475,0.324,3080.1,13429.5,0.1042,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.9975,0.55,0.0025,0.45
law_0122,Law,easy,1,Which court handles parking fines?,The Supreme Court tries all civil traffic parking violations.,Which court handles parking fines?,"The court responsible for handling parking fines varies depending on the location in the country. In some countries, such as the United States, the local jurisdiction is typically responsible for enforcing parking regulations and issuing parking tickets. In other countries, such as England and Wales, the county court or high court may handle parking fines.

It's important to note that parking fines can vary widely depending on the severity of the violation and the location of the parking spot. It's also advisable to contact a parking enforcement agency in your area for more information and guidance.",0.1571,0.4996,0.1571,0.4115,0,0,VERIFIED,MODERATE_RISK,0.3425,0.2544,3309.07,9259.98,0.2528,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.8429,0.5004,0.1571,0.4996
law_0123,Law,medium,0,What is stare decisis?,Stare decisis principles bind lower courts to legal precedents.,What is stare decisis?,"Stare decisis is a Latin phrase that translates to ""to do what has been decided"" or ""to follow precedent."" In the context of law, it refers to adhering to the laws and rules established by previous court decisions. This principle ensures consistency in legal judgments across different jurisdictions and cases, as well as maintaining a fair and predictable judicial process.

In courts, stare decisis is often used to uphold decisions made by previous judges that have been determined to be correct. It prevents new cases from being decided based on conflicting evidence or interpretations of the law, which could lead to inconsistent outcomes. By adhering to precedent, courts help maintain a high level of fairness and predictability in legal judgments.",0.1438,0.4429,0.1438,0.3083,0,0,VERIFIED,VERIFIED,0.2991,0.1645,3271.19,14188.31,0.0661,PARTIAL_RENORMALIZED,0,5,0.88,0.85,0.8562,0.5571,0.1438,0.4429
